출발ID,출발지명,도착ID,도착지명,도보시간(분),거리(m)
P025,짚불함박,P063,위주,14,1003
P025,짚불함박,P064,크루그,12,843
P025,짚불함박,P065,나봉상점 경주점,12,909
P025,짚불함박,P066,연화,18,1286
P025,짚불함박,P067,yesterday,26,1939
P025,짚불함박,P068,진수성찬,16,1226
P025,짚불함박,P069,베이글베이글러,12,932
P025,짚불함박,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),17,1326
P025,짚불함박,P071,경주 교촌마을,16,1211
P025,짚불함박,P072,경주 황리단길,1,110
P025,짚불함박,P073,경주 계림,22,1733
P025,짚불함박,P074,월정교,20,1529
P025,짚불함박,P075,경주읍성,18,1344
P025,짚불함박,P076,경주 첨성대,18,1469
P026,향밀,P027,체크인치즈 황리단길점,4,285
P026,향밀,P028,황남역,7,549
P026,향밀,P029,황남양옥,6,481
P026,향밀,P030,대릉소반,7,564
P026,향밀,P031,미포기사식당,5,401
P026,향밀,P032,황리화덕가,3,259
P026,향밀,P033,향택 경주,5,372
P026,향밀,P034,무궁무진,2,166
P026,향밀,P035,노키,4,305
P026,향밀,P036,마카다,3,213
P026,향밀,P037,황리단 치킨,5,393
P026,향밀,P038,담요 따뜻한 손길,4,278
P026,향밀,P039,스컹크웍스,2,144
P026,향밀,P040,굿즈,4,274
P026,향밀,P041,샬로우커피 황리단길점,4,303
P026,향밀,P042,데어벤치,4,338
P026,향밀,P043,스위피,3,202
P026,향밀,P044,아르떼,4,323
P026,향밀,P045,키도트,7,565
P026,향밀,P046,후프후프,8,610
P026,향밀,P047,올리브,5,404
P026,향밀,P048,양지다방,5,362
P026,향밀,P049,미실카페,6,467
P026,향밀,P050,햇오프커피,6,441
P026,향밀,P051,비화커피,4,300
P026,향밀,P052,오버랩,14,902
P026,향밀,P053,주돈,13,964
P026,향밀,P054,서울뒷고기막창,15,986
P026,향밀,P055,옐라,16,1214
P026,향밀,P056,대호당,17,1296
P026,향밀,P057,사계돈,16,1230
P026,향밀,P058,황오바오,16,1177
P026,향밀,P059,시간의 여백,14,1073
P026,향밀,P060,리커피하우스,12,930
P026,향밀,P061,로라커피,23,1673
P026,향밀,P062,소담루,19,1439
P026,향밀,P063,위주,19,1378
P026,향밀,P064,크루그,16,1218
P026,향밀,P065,나봉상점 경주점,17,1284
P026,향밀,P066,연화,23,1662
P026,향밀,P067,yesterday,30,2258
P026,향밀,P068,진수성찬,11,883
P026,향밀,P069,베이글베이글러,8,589
P026,향밀,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),13,984
P026,향밀,P071,경주 교촌마을,11,869
P026,향밀,P072,경주 황리단길,5,368
P026,향밀,P073,경주 계림,16,1186
P026,향밀,P074,월정교,15,1186
P026,향밀,P075,경주읍성,23,1720
P026,향밀,P076,경주 첨성대,12,923
P027,체크인치즈 황리단길점,P028,황남역,7,570
P027,체크인치즈 황리단길점,P029,황남양옥,4,292
P027,체크인치즈 황리단길점,P030,대릉소반,6,488
P027,체크인치즈 황리단길점,P031,미포기사식당,5,421
P027,체크인치즈 황리단길점,P032,황리화덕가,4,320
P027,체크인치즈 황리단길점,P033,향택 경주,5,392
P027,체크인치즈 황리단길점,P034,무궁무진,3,220
P027,체크인치즈 황리단길점,P035,노키,5,366
P027,체크인치즈 황리단길점,P036,마카다,6,450
P027,체크인치즈 황리단길점,P037,황리단 치킨,5,413
P027,체크인치즈 황리단길점,P038,담요 따뜻한 손길,7,514
P027,체크인치즈 황리단길점,P039,스컹크웍스,2,148
P027,체크인치즈 황리단길점,P040,굿즈,1,50
P027,체크인치즈 황리단길점,P041,샬로우커피 황리단길점,4,324
P027,체크인치즈 황리단길점,P042,데어벤치,2,122
P027,체크인치즈 황리단길점,P043,스위피,3,214
P027,체크인치즈 황리단길점,P044,아르떼,1,99
P027,체크인치즈 황리단길점,P045,키도트,7,572
P027,체크인치즈 황리단길점,P046,후프후프,8,631
P027,체크인치즈 황리단길점,P047,올리브,5,424
P027,체크인치즈 황리단길점,P048,양지다방,5,383
P027,체크인치즈 황리단길점,P049,미실카페,6,487
P027,체크인치즈 황리단길점,P050,햇오프커피,6,461
P027,체크인치즈 황리단길점,P051,비화커피,5,361
P027,체크인치즈 황리단길점,P052,오버랩,13,926
P027,체크인치즈 황리단길점,P053,주돈,13,984
P027,체크인치즈 황리단길점,P054,서울뒷고기막창,15,1010
P027,체크인치즈 황리단길점,P055,옐라,16,1235
P027,체크인치즈 황리단길점,P056,대호당,17,1316
P027,체크인치즈 황리단길점,P057,사계돈,16,1250
P027,체크인치즈 황리단길점,P058,황오바오,16,1198
P027,체크인치즈 황리단길점,P059,시간의 여백,14,1094
P027,체크인치즈 황리단길점,P060,리커피하우스,13,951
P027,체크인치즈 황리단길점,P061,로라커피,23,1693
P027,체크인치즈 황리단길점,P062,소담루,20,1459
P027,체크인치즈 황리단길점,P063,위주,19,1398
P027,체크인치즈 황리단길점,P064,크루그,17,1238
P027,체크인치즈 황리단길점,P065,나봉상점 경주점,17,1304
P027,체크인치즈 황리단길점,P066,연화,23,1682
P027,체크인치즈 황리단길점,P067,yesterday,29,2183
P027,체크인치즈 황리단길점,P068,진수성찬,10,808
P027,체크인치즈 황리단길점,P069,베이글베이글러,7,514
P027,체크인치즈 황리단길점,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),12,908
P027,체크인치즈 황리단길점,P071,경주 교촌마을,10,793
P027,체크인치즈 황리단길점,P072,경주 황리단길,5,389
P027,체크인치즈 황리단길점,P073,경주 계림,15,1111
P027,체크인치즈 황리단길점,P074,월정교,14,1110
P027,체크인치즈 황리단길점,P075,경주읍성,23,1740
P027,체크인치즈 황리단길점,P076,경주 첨성대,11,847
P028,황남역,P029,황남양옥,5,353
P028,황남역,P030,대릉소반,14,1116
P028,황남역,P031,미포기사식당,2,167
P028,황남역,P032,황리화덕가,7,519
P028,황남역,P033,향택 경주,3,236
P028,황남역,P034,무궁무진,5,426
P028,황남역,P035,노키,6,458
P028,황남역,P036,마카다,8,655
P028,황남역,P037,황리단 치킨,4,293
P028,황남역,P038,담요 따뜻한 손길,9,720
P028,황남역,P039,스컹크웍스,6,455
P028,황남역,P040,굿즈,8,622
P028,황남역,P041,샬로우커피 황리단길점,4,310
P028,황남역,P042,데어벤치,8,649
P028,황남역,P043,스위피,9,687
P028,황남역,P044,아르떼,8,662
P028,황남역,P045,키도트,0,16
P028,황남역,P046,후프후프,2,142
P028,황남역,P047,올리브,3,208
P028,황남역,P048,양지다방,3,205
P028,황남역,P049,미실카페,2,127
P028,황남역,P050,햇오프커피,4,293
P028,황남역,P051,비화커피,5,415
P028,황남역,P052,오버랩,8,469
P028,황남역,P053,주돈,6,466
P028,황남역,P054,서울뒷고기막창,8,539
P028,황남역,P055,옐라,10,716
P028,황남역,P056,대호당,11,798
P028,황남역,P057,사계돈,10,732
P028,황남역,P058,황오바오,9,679
P028,황남역,P059,시간의 여백,8,575
P028,황남역,P060,리커피하우스,6,432
P028,황남역,P061,로라커피,16,1175
P028,황남역,P062,소담루,13,941
P028,황남역,P063,위주,12,880
P028,황남역,P064,크루그,10,720
P028,황남역,P065,나봉상점 경주점,11,786
P028,황남역,P066,연화,17,1164
P028,황남역,P067,yesterday,25,1816
P028,황남역,P068,진수성찬,17,1334
P028,황남역,P069,베이글베이글러,13,1040
P028,황남역,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),17,1408
P028,황남역,P071,경주 교촌마을,17,1320
P028,황남역,P072,경주 황리단길,3,216
P028,황남역,P073,경주 계림,20,1610
P028,황남역,P074,월정교,21,1637
P028,황남역,P075,경주읍성,17,1222
P028,황남역,P076,경주 첨성대,17,1347
P029,황남양옥,P030,대릉소반,7,515
P029,황남양옥,P031,미포기사식당,4,274
P029,황남양옥,P032,황리화덕가,6,453
P029,황남양옥,P033,향택 경주,4,284
P029,황남양옥,P034,무궁무진,5,336
P029,황남양옥,P035,노키,5,402
P029,황남양옥,P036,마카다,7,565
P029,황남양옥,P037,황리단 치킨,5,360
P029,황남양옥,P038,담요 따뜻한 손길,8,630
P029,황남양옥,P039,스컹크웍스,5,344
P029,황남양옥,P040,굿즈,5,345
P029,황남양옥,P041,샬로우커피 황리단길점,4,270
P029,황남양옥,P042,데어벤치,4,313
P029,황남양옥,P043,스위피,5,409
P029,황남양옥,P044,아르떼,4,326
P029,황남양옥,P045,키도트,5,369
P029,황남양옥,P046,후프후프,6,488
P029,황남양옥,P047,올리브,4,277
P029,황남양옥,P048,양지다방,4,270
P029,황남양옥,P049,미실카페,5,340
P029,황남양옥,P050,햇오프커피,5,362
P029,황남양옥,P051,비화커피,5,360
P029,황남양옥,P052,오버랩,12,823
P029,황남양옥,P053,주돈,11,768
P029,황남양옥,P054,서울뒷고기막창,12,884
P029,황남양옥,P055,옐라,14,1018
P029,황남양옥,P056,대호당,15,1100
P029,황남양옥,P057,사계돈,14,1033
P029,황남양옥,P058,황오바오,13,981
P029,황남양옥,P059,시간의 여백,12,877
P029,황남양옥,P060,리커피하우스,10,734
P029,황남양옥,P061,로라커피,20,1476
P029,황남양옥,P062,소담루,17,1242
P029,황남양옥,P063,위주,16,1182
P029,황남양옥,P064,크루그,14,1022
P029,황남양옥,P065,나봉상점 경주점,15,1088
P029,황남양옥,P066,연화,21,1465
P029,황남양옥,P067,yesterday,29,2118
P029,황남양옥,P068,진수성찬,13,998
P029,황남양옥,P069,베이글베이글러,9,704
P029,황남양옥,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),12,940
P029,황남양옥,P071,경주 교촌마을,13,984
P029,황남양옥,P072,경주 황리단길,3,193
P029,황남양옥,P073,경주 계림,16,1143
P029,황남양옥,P074,월정교,17,1301
P029,황남양옥,P075,경주읍성,21,1523
P029,황남양옥,P076,경주 첨성대,12,879
P030,대릉소반,P031,미포기사식당,10,748
P030,대릉소반,P032,황리화덕가,10,790
P030,대릉소반,P033,향택 경주,10,719
P030,대릉소반,P034,무궁무진,9,687
P030,대릉소반,P035,노키,11,836
P030,대릉소반,P036,마카다,10,766
P030,대릉소반,P037,황리단 치킨,10,740
P030,대릉소반,P038,담요 따뜻한 손길,11,809
P030,대릉소반,P039,스컹크웍스,8,615
P030,대릉소반,P040,굿즈,6,439
P030,대릉소반,P041,샬로우커피 황리단길점,9,650
P030,대릉소반,P042,데어벤치,5,366
P030,대릉소반,P043,스위피,5,363
P030,대릉소반,P044,아르떼,5,389
P030,대릉소반,P045,키도트,14,1132
P030,대릉소반,P046,후프후프,15,1168
P030,대릉소반,P047,올리브,10,750
P030,대릉소반,P048,양지다방,9,709
P030,대릉소반,P049,미실카페,11,814
P030,대릉소반,P050,햇오프커피,11,788
P030,대릉소반,P051,비화커피,10,740
P030,대릉소반,P052,오버랩,20,1483
P030,대릉소반,P053,주돈,17,1317
P030,대릉소반,P054,서울뒷고기막창,20,1554
P030,대릉소반,P055,옐라,13,1010
P030,대릉소반,P056,대호당,14,1092
P030,대릉소반,P057,사계돈,14,1026
P030,대릉소반,P058,황오바오,13,973
P030,대릉소반,P059,시간의 여백,18,1448
P030,대릉소반,P060,리커피하우스,16,1237
P030,대릉소반,P061,로라커피,20,1505
P030,대릉소반,P062,소담루,23,1789
P030,대릉소반,P063,위주,22,1728
P030,대릉소반,P064,크루그,20,1568
P030,대릉소반,P065,나봉상점 경주점,14,1080
P030,대릉소반,P066,연화,18,1300
P030,대릉소반,P067,yesterday,23,1775
P030,대릉소반,P068,진수성찬,10,728
P030,대릉소반,P069,베이글베이글러,7,508
P030,대릉소반,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),6,500
P030,대릉소반,P071,경주 교촌마을,9,714
P030,대릉소반,P072,경주 황리단길,10,715
P030,대릉소반,P073,경주 계림,10,703
P030,대릉소반,P074,월정교,13,1031
P030,대릉소반,P075,경주읍성,21,1552
P030,대릉소반,P076,경주 첨성대,6,439
P031,미포기사식당,P032,황리화덕가,4,342
P031,미포기사식당,P033,향택 경주,1,69
P031,미포기사식당,P034,무궁무진,4,277
P031,미포기사식당,P035,노키,4,291
P031,미포기사식당,P036,마카다,6,506
P031,미포기사식당,P037,황리단 치킨,2,126
P031,미포기사식당,P038,담요 따뜻한 손길,7,571
P031,미포기사식당,P039,스컹크웍스,4,306
P031,미포기사식당,P040,굿즈,6,474
P031,미포기사식당,P041,샬로우커피 황리단길점,2,174
P031,미포기사식당,P042,데어벤치,6,501
P031,미포기사식당,P043,스위피,7,538
P031,미포기사식당,P044,아르떼,7,514
P031,미포기사식당,P045,키도트,2,151
P031,미포기사식당,P046,후프후프,3,210
P031,미포기사식당,P047,올리브,1,42
P031,미포기사식당,P048,양지다방,0,38
P031,미포기사식당,P049,미실카페,1,66
P031,미포기사식당,P050,햇오프커피,2,126
P031,미포기사식당,P051,비화커피,3,248
P031,미포기사식당,P052,오버랩,9,537
P031,미포기사식당,P053,주돈,9,633
P031,미포기사식당,P054,서울뒷고기막창,8,607
P031,미포기사식당,P055,옐라,12,883
P031,미포기사식당,P056,대호당,13,965
P031,미포기사식당,P057,사계돈,12,899
P031,미포기사식당,P058,황오바오,11,846
P031,미포기사식당,P059,시간의 여백,10,742
P031,미포기사식당,P060,리커피하우스,8,599
P031,미포기사식당,P061,로라커피,18,1342
P031,미포기사식당,P062,소담루,15,1108
P031,미포기사식당,P063,위주,14,1047
P031,미포기사식당,P064,크루그,12,887
P031,미포기사식당,P065,나봉상점 경주점,13,953
P031,미포기사식당,P066,연화,19,1330
P031,미포기사식당,P067,yesterday,27,1983
P031,미포기사식당,P068,진수성찬,15,1186
P031,미포기사식당,P069,베이글베이글러,11,892
P031,미포기사식당,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),16,1286
P031,미포기사식당,P071,경주 교촌마을,15,1171
P031,미포기사식당,P072,경주 황리단길,1,81
P031,미포기사식당,P073,경주 계림,18,1375
P031,미포기사식당,P074,월정교,19,1489
P031,미포기사식당,P075,경주읍성,19,1389
P031,미포기사식당,P076,경주 첨성대,15,1112
P032,황리화덕가,P033,향택 경주,3,255
P032,황리화덕가,P034,무궁무진,1,99
P032,황리화덕가,P035,노키,1,98
P032,황리화덕가,P036,마카다,5,365
P032,황리화덕가,P037,황리단 치킨,3,198
P032,황리화덕가,P038,담요 따뜻한 손길,4,344
P032,황리화덕가,P039,스컹크웍스,2,171
P032,황리화덕가,P040,굿즈,5,360
P032,황리화덕가,P041,샬로우커피 황리단길점,4,279
P032,황리화덕가,P042,데어벤치,6,432
P032,황리화덕가,P043,스위피,6,427
P032,황리화덕가,P044,아르떼,5,409
P032,황리화덕가,P045,키도트,6,503
P032,황리화덕가,P046,후프후프,7,559
P032,황리화덕가,P047,올리브,4,344
P032,황리화덕가,P048,양지다방,4,303
P032,황리화덕가,P049,미실카페,5,408
P032,황리화덕가,P050,햇오프커피,3,234
P032,황리화덕가,P051,비화커피,1,93
P032,황리화덕가,P052,오버랩,10,648
P032,황리화덕가,P053,주돈,14,1048
P032,황리화덕가,P054,서울뒷고기막창,11,732
P032,황리화덕가,P055,옐라,16,1190
P032,황리화덕가,P056,대호당,17,1272
P032,황리화덕가,P057,사계돈,16,1206
P032,황리화덕가,P058,황오바오,15,1154
P032,황리화덕가,P059,시간의 여백,15,1157
P032,황리화덕가,P060,리커피하우스,13,1015
P032,황리화덕가,P061,로라커피,22,1649
P032,황리화덕가,P062,소담루,22,1599
P032,황리화덕가,P063,위주,21,1464
P032,황리화덕가,P064,크루그,19,1355
P032,황리화덕가,P065,나봉상점 경주점,17,1260
P032,황리화덕가,P066,연화,23,1638
P032,황리화덕가,P067,yesterday,31,2290
P032,황리화덕가,P068,진수성찬,14,1109
P032,황리화덕가,P069,베이글베이글러,10,815
P032,황리화덕가,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),16,1210
P032,황리화덕가,P071,경주 교촌마을,14,1095
P032,황리화덕가,P072,경주 황리단길,5,344
P032,황리화덕가,P073,경주 계림,19,1412
P032,황리화덕가,P074,월정교,18,1412
P032,황리화덕가,P075,경주읍성,23,1696
P032,황리화덕가,P076,경주 첨성대,15,1149
P033,향택 경주,P034,무궁무진,3,249
P033,향택 경주,P035,노키,3,204
P033,향택 경주,P036,마카다,6,478
P033,향택 경주,P037,황리단 치킨,1,57
P033,향택 경주,P038,담요 따뜻한 손길,7,543
